Household_ID,Month,Income,Expense,Festival,Travel_Days,Emergency,Family_Size,Dependents,EMI_Loan,Savings_Rate,Inflation,City_Tier,Household_Type_Code
HH001,May-2023,52531,52583,0,1,0,1,0,5848,17.9,5.6,3,1
HH001,Jun-2023,56069,42447,0,2,0,1,0,8317,24.1,5.5,3,1
HH001,Jul-2023,55515,44791,0,1,0,1,0,6256,15.9,5.46,3,1
HH001,Aug-2023,57404,52253,1,3,0,1,0,8033,24.0,5.34,3,1
HH001,Sep-2023,55203,55050,0,0,0,1,0,4442,20.9,5.22,3,1
HH001,Oct-2023,57693,60808,1,2,0,1,0,6562,18.9,5.38,3,1
HH001,Nov-2023,58317,59832,1,3,0,1,0,6679,19.5,5.45,3,1
HH001,Dec-2023,58804,75306,1,3,0,1,0,7287,21.8,5.88,3,1
HH001,Jan-2024,58867,61284,1,1,0,1,0,7589,16.9,5.55,3,1
HH001,Feb-2024,61156,59220,0,2,0,1,0,8885,20.1,5.57,3,1
HH001,Mar-2024,60788,45505,0,0,0,1,0,7751,17.4,5.69,3,1
HH001,Apr-2024,63237,56315,0,0,0,1,0,9878,18.5,5.88,3,1
HH001,May-2024,63701,42388,0,0,0,1,0,9124,20.9,5.64,3,1
HH001,Jun-2024,62846,52674,0,0,0,1,0,8264,17.9,5.86,3,1
HH001,Jul-2024,63468,50876,0,3,0,1,0,8252,18.7,6.01,3,1
HH001,Aug-2024,66901,60917,1,2,0,1,0,7645,20.1,5.7,3,1
HH001,Sep-2024,66875,59617,0,1,0,1,0,9070,18.8,5.99,3,1
HH001,Oct-2024,66192,70441,1,3,0,1,0,10641,18.1,5.68,3,1
HH001,Nov-2024,66490,78507,1,1,0,1,0,7999,20.6,5.84,3,1
HH001,Dec-2024,64955,75371,1,2,0,1,0,9216,16.5,6.0,3,1
HH001,Jan-2025,68994,72804,1,3,0,1,0,8063,21.6,5.95,3,1
HH001,Feb-2025,67141,46935,0,3,0,1,0,8051,29.3,6.12,3,1
HH001,Mar-2025,68245,68029,0,0,0,1,0,10253,21.6,6.28,3,1
HH001,Apr-2025,68327,59565,0,0,0,1,0,10924,25.1,5.86,3,1
HH001,May-2025,69144,50417,0,1,0,1,0,9235,20.4,5.84,3,1
HH001,Jun-2025,71817,59383,0,2,0,1,0,9004,21.4,5.92,3,1
HH001,Jul-2025,73028,58233,0,1,0,1,0,9281,16.3,6.01,3,1
HH001,Aug-2025,70031,64497,1,3,0,1,0,8459,20.1,5.72,3,1
HH001,Sep-2025,76479,67059,0,2,0,1,0,10844,18.7,6.28,3,1
HH001,Oct-2025,73998,91078,1,2,0,1,0,8701,24.4,6.17,3,1
HH001,Nov-2025,75740,86103,1,3,0,1,0,9064,15.6,5.94,3,1
HH001,Dec-2025,76300,82334,1,6,0,1,0,11584,26.6,6.14,3,1
HH002,Jan-2021,49792,58250,1,4,1,2,0,8196,19.5,4.87,2,1
HH002,Feb-2021,51768,21084,0,3,0,2,0,4460,18.5,4.99,2,1
HH002,Mar-2021,52016,22950,0,0,0,2,0,6569,20.5,4.63,2,1
HH002,Apr-2021,51770,25080,0,1,0,2,0,7366,17.1,4.9,2,1
HH002,May-2021,54421,32118,0,0,1,2,0,9932,19.7,5.07,2,1
HH002,Jun-2021,53954,27753,0,1,0,2,0,7181,19.6,4.84,2,1
HH002,Jul-2021,53285,39091,0,1,0,2,0,8393,21.4,5.15,2,1
HH002,Aug-2021,51836,42085,1,1,0,2,0,9519,21.0,4.87,2,1
HH002,Sep-2021,56405,35215,0,1,0,2,0,10157,17.9,5.06,2,1
HH002,Oct-2021,55057,54410,1,3,0,2,0,8838,19.6,5.15,2,1
HH002,Nov-2021,55004,49337,1,1,0,2,0,10109,21.9,5.31,2,1
HH002,Dec-2021,55516,63839,1,4,1,2,0,7948,14.7,4.99,2,1
HH002,Jan-2022,59216,51281,1,2,0,2,0,11421,19.5,5.25,2,1
HH002,Feb-2022,56665,36160,0,2,0,2,0,9316,22.9,4.9,2,1
HH002,Mar-2022,56095,36855,0,1,0,2,0,10359,25.3,5.26,2,1
HH002,Apr-2022,56183,37025,0,2,0,2,0,10627,20.3,5.01,2,1
HH002,May-2022,58359,38240,0,1,0,2,0,8958,19.2,5.24,2,1
HH002,Jun-2022,59860,30676,0,1,0,2,0,8442,21.7,5.13,2,1
HH002,Jul-2022,61779,34373,0,1,0,2,0,10145,19.4,5.29,2,1
HH002,Aug-2022,60527,54250,1,1,0,2,0,11160,15.9,5.02,2,1
HH002,Sep-2022,60976,51056,0,2,0,2,0,11774,16.2,5.26,2,1
HH002,Oct-2022,62619,49706,1,2,0,2,0,7008,18.2,5.09,2,1
HH002,Nov-2022,62764,60830,1,5,0,2,0,9360,20.3,5.19,2,1
HH002,Dec-2022,64708,56557,1,4,0,2,0,8939,11.7,5.35,2,1
HH002,Jan-2023,62677,52754,1,1,0,2,0,10979,20.2,5.39,2,1
HH002,Feb-2023,65211,44069,0,1,0,2,0,10222,20.0,5.53,2,1
HH002,Mar-2023,66727,38060,0,0,0,2,0,9126,18.7,5.5,2,1
HH002,Apr-2023,66678,33008,0,3,0,2,0,9082,18.3,5.43,2,1
HH002,May-2023,65700,46398,0,2,0,2,0,10141,16.0,5.05,2,1
HH002,Jun-2023,65459,35349,0,2,0,2,0,8242,14.1,5.54,2,1
HH002,Jul-2023,68572,49577,0,1,0,2,0,11236,19.6,5.47,2,1
HH002,Aug-2023,66688,53419,1,2,0,2,0,10378,18.0,5.6,2,1
HH002,Sep-2023,70861,47457,0,0,0,2,0,10752,20.2,5.72,2,1
HH002,Oct-2023,69601,65051,1,5,0,2,0,9613,22.2,5.42,2,1
HH002,Nov-2023,68506,67708,1,3,0,2,0,10926,18.2,5.68,2,1
HH002,Dec-2023,69466,62626,1,2,0,2,0,12420,20.9,5.68,2,1
HH002,Jan-2024,70770,51862,1,3,0,2,0,7847,21.2,5.76,2,1
HH002,Feb-2024,68972,42532,0,0,0,2,0,10357,18.4,5.73,2,1
HH002,Mar-2024,73503,53733,0,6,0,2,0,12502,21.2,6.0,2,1
HH002,Apr-2024,71663,42945,0,1,0,2,0,11190,20.7,5.92,2,1
HH002,May-2024,76219,38848,0,0,0,2,0,13425,17.8,5.58,2,1
HH002,Jun-2024,74322,37217,0,2,0,2,0,9773,19.7,5.86,2,1
HH002,Jul-2024,70854,46802,0,3,0,2,0,11646,15.9,5.92,2,1
HH002,Aug-2024,72140,60912,1,1,0,2,0,11183,20.4,5.84,2,1
HH002,Sep-2024,78354,54170,0,1,0,2,0,11253,18.8,5.96,2,1
HH002,Oct-2024,77568,86368,1,4,1,2,0,12793,18.1,5.97,2,1
HH002,Nov-2024,75742,62890,1,1,0,2,0,11172,20.7,6.13,2,1
HH002,Dec-2024,77663,55479,1,1,0,2,0,12353,18.9,5.9,2,1
HH002,Jan-2025,81183,55634,1,2,0,2,0,13775,18.8,5.81,2,1
HH002,Feb-2025,78366,53010,0,1,0,2,0,10689,16.5,5.94,2,1
HH002,Mar-2025,79379,58158,0,0,0,2,0,11718,21.7,6.06,2,1
HH002,Apr-2025,77701,63528,0,2,0,2,0,12592,20.6,6.09,2,1
HH002,May-2025,79908,51564,0,2,0,2,0,11685,22.1,6.27,2,1
HH002,Jun-2025,83376,57395,0,1,0,2,0,11872,20.1,6.01,2,1
HH002,Jul-2025,83825,45452,0,1,0,2,0,10584,22.7,6.19,2,1
HH002,Aug-2025,81954,72919,1,2,0,2,0,11690,17.7,6.04,2,1
HH002,Sep-2025,85396,52686,0,0,0,2,0,10912,22.5,6.01,2,1
HH002,Oct-2025,84234,69931,1,4,0,2,0,11603,16.7,6.45,2,1
HH002,Nov-2025,83178,77737,1,1,0,2,0,13392,19.4,6.27,2,1
HH002,Dec-2025,82121,67717,1,2,0,2,0,11879,25.1,6.46,2,1
HH003,Jan-2021,66499,50463,1,1,0,2,1,8717,27.1,4.82,2,1
HH003,Feb-2021,63067,37441,0,1,0,2,1,7469,24.6,4.7,2,1
HH003,Mar-2021,68746,31138,0,0,0,2,1,7372,24.1,4.92,2,1
HH003,Apr-2021,65854,43808,0,4,0,2,1,7839,20.4,4.79,2,1
HH003,May-2021,64183,42985,0,0,1,2,1,7743,27.3,4.87,2,1
HH003,Jun-2021,64534,28734,0,1,0,2,1,6630,22.2,4.98,2,1
HH003,Jul-2021,66085,33389,0,2,0,2,1,6975,22.5,4.94,2,1
HH003,Aug-2021,73093,42858,1,2,0,2,1,6808,20.6,4.89,2,1
HH003,Sep-2021,70225,35221,0,1,0,2,1,9172,26.5,5.06,2,1
HH003,Oct-2021,71311,71722,1,1,0,2,1,8234,19.0,5.23,2,1
HH003,Nov-2021,72358,68655,1,3,1,2,1,7040,24.5,4.79,2,1
HH003,Dec-2021,73006,71975,1,3,0,2,1,8376,22.9,5.18,2,1
HH003,Jan-2022,75241,43897,1,1,0,2,1,9645,21.6,5.07,2,1
HH003,Feb-2022,71576,54822,0,1,0,2,1,9891,27.1,5.17,2,1
HH003,Mar-2022,71452,40444,0,0,0,2,1,8738,18.4,5.21,2,1
HH003,Apr-2022,76592,47821,0,1,0,2,1,9235,20.2,5.3,2,1
HH003,May-2022,76470,51524,0,2,0,2,1,8140,21.0,5.53,2,1
HH003,Jun-2022,76234,50455,0,0,0,2,1,10252,22.6,5.42,2,1
HH003,Jul-2022,75413,43486,0,1,0,2,1,8313,27.4,5.14,2,1
HH003,Aug-2022,75144,58736,1,6,0,2,1,6744,22.0,5.31,2,1
HH003,Sep-2022,76299,58892,0,1,0,2,1,9105,23.2,5.35,2,1
HH003,Oct-2022,76166,63585,1,3,0,2,1,10774,23.9,5.26,2,1
HH003,Nov-2022,75297,65836,1,2,0,2,1,7573,22.3,5.11,2,1
HH003,Dec-2022,75182,51763,1,3,0,2,1,7119,22.9,5.36,2,1
HH003,Jan-2023,76392,66283,1,3,0,2,1,9270,22.5,5.32,2,1
HH003,Feb-2023,83840,63915,0,0,0,2,1,9501,27.0,5.25,2,1
HH003,Mar-2023,74760,48657,0,1,0,2,1,9090,21.5,5.56,2,1
HH003,Apr-2023,78743,60701,0,1,0,2,1,9788,22.0,5.32,2,1
HH003,May-2023,82103,47958,0,1,0,2,1,10684,22.8,5.32,2,1
HH003,Jun-2023,85983,53159,0,3,0,2,1,10262,22.9,5.26,2,1
HH003,Jul-2023,86868,62067,0,1,0,2,1,9315,21.0,5.43,2,1
HH003,Aug-2023,82780,53865,1,1,0,2,1,9541,21.2,5.57,2,1
HH003,Sep-2023,88686,63951,0,1,0,2,1,10511,21.7,5.86,2,1
HH003,Oct-2023,84069,62157,1,1,0,2,1,10735,23.7,5.62,2,1
HH003,Nov-2023,81185,62265,1,2,0,2,1,9575,21.8,5.4,2,1
HH003,Dec-2023,82018,69824,1,2,0,2,1,8647,26.4,5.47,2,1
HH003,Jan-2024,89394,64716,1,3,0,2,1,11002,26.3,5.83,2,1
HH003,Feb-2024,88693,53963,0,2,0,2,1,12319,22.2,5.71,2,1
HH003,Mar-2024,82544,57133,0,3,0,2,1,8961,22.9,5.72,2,1
HH003,Apr-2024,89052,62279,0,0,0,2,1,8678,20.7,5.52,2,1
HH003,May-2024,89555,56653,0,3,0,2,1,9589,24.9,5.54,2,1
HH003,Jun-2024,83041,59555,0,2,0,2,1,10696,28.6,5.71,2,1
HH003,Jul-2024,94881,64976,0,1,1,2,1,11945,23.1,6.01,2,1
HH003,Aug-2024,86599,81604,1,3,0,2,1,10638,21.7,5.88,2,1
HH003,Sep-2024,90384,58215,0,0,0,2,1,11097,22.8,5.95,2,1
HH003,Oct-2024,91709,72779,1,2,0,2,1,12996,20.1,5.93,2,1
HH003,Nov-2024,95169,76457,1,1,0,2,1,11404,22.6,5.75,2,1
HH003,Dec-2024,92299,73232,1,1,0,2,1,9162,21.7,5.58,2,1
HH003,Jan-2025,90512,75127,1,2,0,2,1,7948,20.3,5.87,2,1
HH003,Feb-2025,94287,66214,0,1,0,2,1,9551,19.9,6.05,2,1
HH003,Mar-2025,93635,66185,0,2,0,2,1,11109,21.5,6.16,2,1
HH003,Apr-2025,94536,76387,0,2,0,2,1,10724,26.8,6.12,2,1
HH003,May-2025,90361,41372,0,0,0,2,1,9533,25.2,6.07,2,1
HH003,Jun-2025,98388,77070,0,2,0,2,1,10555,28.4,5.78,2,1
HH003,Jul-2025,94886,51162,0,0,0,2,1,10686,21.7,6.11,2,1
HH003,Aug-2025,100469,63570,1,1,0,2,1,11753,25.3,6.14,2,1
HH003,Sep-2025,101703,64882,0,1,0,2,1,10415,23.7,6.33,2,1
HH003,Oct-2025,99169,81919,1,2,0,2,1,11042,23.8,6.2,2,1
HH003,Nov-2025,95650,96575,1,3,0,2,1,9594,23.6,6.34,2,1
HH003,Dec-2025,98706,102040,1,3,0,2,1,11827,19.9,6.09,2,1
HH004,Jan-2021,73631,36880,1,3,0,1,0,10906,14.9,4.73,1,1
HH004,Feb-2021,72690,29982,0,2,0,1,0,12125,16.7,4.87,1,1
HH004,Mar-2021,74322,30036,0,1,0,1,0,11377,14.1,4.86,1,1
HH004,Apr-2021,77455,27792,0,1,0,1,0,10904,17.1,4.82,1,1
HH004,May-2021,75590,19808,0,0,0,1,0,12539,16.7,5.22,1,1
HH004,Jun-2021,73835,35811,0,0,0,1,0,12305,16.4,4.93,1,1
HH004,Jul-2021,77340,47177,0,2,0,1,0,12983,14.3,4.93,1,1
HH004,Aug-2021,79773,48884,1,2,0,1,0,12462,17.3,4.98,1,1
HH004,Sep-2021,81766,52136,0,2,0,1,0,13210,17.4,4.78,1,1
HH004,Oct-2021,82760,45575,1,2,0,1,0,13348,20.5,5.0,1,1
HH004,Nov-2021,83825,47791,1,3,0,1,0,13344,14.7,5.01,1,1
HH004,Dec-2021,76893,46208,1,2,0,1,0,10951,18.5,5.2,1,1
HH004,Jan-2022,82201,43431,1,2,0,1,0,11573,16.7,5.03,1,1
HH004,Feb-2022,80142,38103,0,1,0,1,0,12359,19.0,5.36,1,1
HH004,Mar-2022,81134,44103,0,0,0,1,0,11807,13.3,5.16,1,1
HH004,Apr-2022,80908,62355,0,1,0,1,0,13966,16.1,5.29,1,1
HH004,May-2022,83785,52913,0,2,1,1,0,13328,17.6,5.14,1,1
HH004,Jun-2022,89107,43804,0,0,0,1,0,9476,18.1,5.19,1,1
HH004,Jul-2022,89216,34312,0,0,0,1,0,13016,14.2,5.16,1,1
HH004,Aug-2022,84860,61535,1,2,0,1,0,13713,13.9,5.2,1,1
HH004,Sep-2022,86103,52002,0,4,0,1,0,12274,17.2,5.11,1,1
HH004,Oct-2022,88891,68543,1,1,0,1,0,13541,16.1,5.26,1,1
HH004,Nov-2022,89262,48742,1,2,0,1,0,13970,17.1,5.25,1,1
HH004,Dec-2022,85351,65044,1,3,1,1,0,13443,19.0,5.09,1,1
HH004,Jan-2023,91566,66692,1,2,0,1,0,13923,16.2,5.42,1,1
HH004,Feb-2023,91506,38958,0,2,0,1,0,12924,19.8,5.19,1,1
HH004,Mar-2023,84972,49206,0,2,0,1,0,11279,16.1,5.48,1,1
HH004,Apr-2023,97314,62145,0,1,0,1,0,14108,18.6,5.54,1,1
HH004,May-2023,91305,44450,0,3,0,1,0,14576,18.1,5.65,1,1
HH004,Jun-2023,92548,54567,0,0,1,1,0,14179,20.3,5.36,1,1
HH004,Jul-2023,95149,42148,0,2,0,1,0,12708,15.8,5.42,1,1
HH004,Aug-2023,94535,65716,1,4,0,1,0,17301,19.6,5.56,1,1
HH004,Sep-2023,101422,47371,0,0,0,1,0,15734,17.8,5.37,1,1
HH004,Oct-2023,92375,76643,1,2,0,1,0,13913,17.0,5.47,1,1
HH004,Nov-2023,94506,71128,1,4,0,1,0,14353,17.6,5.59,1,1
HH004,Dec-2023,99909,63705,1,3,0,1,0,15995,17.9,5.57,1,1
HH004,Jan-2024,96553,64206,1,2,0,1,0,14530,20.9,5.76,1,1
HH004,Feb-2024,96396,53965,0,0,0,1,0,16109,17.7,5.73,1,1
HH004,Mar-2024,95517,49534,0,0,0,1,0,17011,16.3,5.5,1,1
HH004,Apr-2024,97506,53415,0,1,0,1,0,16353,16.9,5.82,1,1
HH004,May-2024,96492,44241,0,0,0,1,0,12326,19.8,5.96,1,1
HH004,Jun-2024,99920,45635,0,1,0,1,0,16453,19.2,6.01,1,1
HH004,Jul-2024,93185,62473,0,0,0,1,0,12311,19.5,5.58,1,1
HH004,Aug-2024,98840,61883,1,4,0,1,0,15421,17.2,5.84,1,1
HH004,Sep-2024,105716,58165,0,2,0,1,0,15931,20.0,5.78,1,1
HH004,Oct-2024,100638,65135,1,2,0,1,0,15384,13.3,5.76,1,1
HH004,Nov-2024,104773,75006,1,2,0,1,0,15745,15.8,6.06,1,1
HH004,Dec-2024,101362,63318,1,1,0,1,0,12662,17.2,5.97,1,1
HH004,Jan-2025,105125,63438,1,3,0,1,0,15930,15.7,6.0,1,1
HH004,Feb-2025,105192,66564,0,1,0,1,0,16113,19.2,6.05,1,1
HH004,Mar-2025,107089,61044,0,2,0,1,0,15101,17.4,6.04,1,1
HH004,Apr-2025,110773,71146,0,1,0,1,0,18268,15.4,6.22,1,1
HH004,May-2025,110261,59808,0,1,0,1,0,18085,15.8,6.01,1,1
HH004,Jun-2025,111516,63112,0,1,0,1,0,16036,16.3,6.08,1,1
HH004,Jul-2025,104344,69977,0,2,0,1,0,14651,17.3,6.25,1,1
HH004,Aug-2025,110456,67962,1,2,0,1,0,18088,16.5,6.03,1,1
HH004,Sep-2025,109252,64928,0,2,0,1,0,14756,19.1,6.16,1,1
HH004,Oct-2025,105199,85503,1,3,0,1,0,13732,20.6,6.11,1,1
HH004,Nov-2025,106659,73164,1,2,0,1,0,15562,15.3,6.3,1,1
HH004,Dec-2025,112744,64909,1,2,0,1,0,15872,16.1,6.19,1,1
HH005,Jan-2021,87574,52747,1,1,0,2,1,10381,16.7,4.79,1,1
HH005,Feb-2021,86961,46965,0,2,0,2,1,12089,17.4,4.78,1,1
HH005,Mar-2021,84361,49817,0,1,0,2,1,11056,18.2,4.92,1,1
HH005,Apr-2021,91961,51600,0,4,0,2,1,9137,16.6,4.99,1,1
HH005,May-2021,88798,49941,0,1,0,2,1,11282,15.3,4.88,1,1
HH005,Jun-2021,85188,48555,0,2,1,2,1,10103,21.7,5.0,1,1
HH005,Jul-2021,84566,45852,0,1,0,2,1,10706,18.5,4.68,1,1
HH005,Aug-2021,93013,60038,1,4,0,2,1,13155,17.5,5.07,1,1
HH005,Sep-2021,81883,51417,0,0,0,2,1,9766,20.7,5.1,1,1
HH005,Oct-2021,85987,68547,1,2,0,2,1,10342,16.9,4.95,1,1
HH005,Nov-2021,91752,58205,1,2,0,2,1,12256,17.5,4.99,1,1
HH005,Dec-2021,98024,51356,1,1,0,2,1,12467,15.7,4.93,1,1
HH005,Jan-2022,89471,57929,1,1,0,2,1,12431,17.8,5.07,1,1
HH005,Feb-2022,90907,33756,0,0,0,2,1,11292,19.8,4.92,1,1
HH005,Mar-2022,82889,39033,0,1,0,2,1,10924,21.8,5.26,1,1
HH005,Apr-2022,87231,55143,0,1,0,2,1,12046,16.2,4.88,1,1
HH005,May-2022,89351,46782,0,0,0,2,1,10110,15.9,5.3,1,1
HH005,Jun-2022,90799,48848,0,0,0,2,1,8765,19.1,5.16,1,1
HH005,Jul-2022,91282,49487,0,0,0,2,1,11830,18.5,5.32,1,1
HH005,Aug-2022,88511,63154,1,1,0,2,1,9130,13.1,5.46,1,1
HH005,Sep-2022,89986,54280,0,1,0,2,1,12443,16.0,5.46,1,1
HH005,Oct-2022,89316,55966,1,2,0,2,1,11197,20.2,5.35,1,1
HH005,Nov-2022,103205,79277,1,1,0,2,1,14546,17.9,5.41,1,1
HH005,Dec-2022,90078,81098,1,4,1,2,1,11785,15.3,5.42,1,1
HH005,Jan-2023,96680,71306,1,2,0,2,1,11659,18.3,5.37,1,1
HH005,Feb-2023,94748,52674,0,2,0,2,1,14092,18.8,5.3,1,1
HH005,Mar-2023,94540,52057,0,1,0,2,1,12043,20.1,5.31,1,1
HH005,Apr-2023,100022,52071,0,0,0,2,1,12303,18.6,5.74,1,1
HH005,May-2023,98769,57286,0,0,0,2,1,13517,19.9,5.47,1,1
HH005,Jun-2023,92693,46929,0,2,0,2,1,11473,16.2,5.52,1,1
HH005,Jul-2023,95717,58194,0,2,0,2,1,11739,16.9,5.45,1,1
HH005,Aug-2023,96258,69556,1,2,0,2,1,10697,25.3,5.43,1,1
HH005,Sep-2023,94920,61063,0,1,0,2,1,11862,19.6,5.79,1,1
HH005,Oct-2023,102842,78783,1,4,0,2,1,11440,17.5,5.48,1,1
HH005,Nov-2023,93492,71054,1,3,0,2,1,10342,17.5,5.68,1,1
HH005,Dec-2023,97911,76118,1,2,0,2,1,11346,17.5,5.57,1,1
HH005,Jan-2024,102307,74846,1,2,0,2,1,11753,18.6,5.39,1,1
HH005,Feb-2024,97499,64772,0,0,0,2,1,11198,14.8,5.7,1,1
HH005,Mar-2024,105437,66302,0,2,0,2,1,15009,18.9,5.61,1,1
HH005,Apr-2024,99864,45502,0,0,0,2,1,11861,15.1,5.77,1,1
HH005,May-2024,103103,61123,0,1,0,2,1,15661,14.2,5.8,1,1
HH005,Jun-2024,98348,78913,0,3,0,2,1,12422,17.4,5.83,1,1
HH005,Jul-2024,99899,82497,0,3,0,2,1,12885,17.8,5.85,1,1
HH005,Aug-2024,95094,63487,1,2,0,2,1,12803,18.2,5.88,1,1
HH005,Sep-2024,104375,66748,0,1,0,2,1,13192,17.7,5.86,1,1
HH005,Oct-2024,103662,69976,1,1,0,2,1,15670,21.3,6.04,1,1
HH005,Nov-2024,102946,78681,1,2,1,2,1,11636,18.5,6.01,1,1
HH005,Dec-2024,98652,52704,1,2,0,2,1,14450,17.4,6.01,1,1
HH005,Jan-2025,101627,64737,1,1,0,2,1,14377,18.3,5.95,1,1
HH005,Feb-2025,99913,51711,0,0,0,2,1,12377,14.0,6.14,1,1
HH005,Mar-2025,106947,69576,0,0,0,2,1,12241,16.3,6.12,1,1
HH005,Apr-2025,101147,52664,0,2,0,2,1,11644,14.4,5.92,1,1
HH005,May-2025,98887,70005,0,2,0,2,1,10721,17.6,5.94,1,1
HH005,Jun-2025,101567,57698,0,3,0,2,1,12446,16.9,6.13,1,1
HH005,Jul-2025,107025,57992,0,1,0,2,1,11797,20.3,6.08,1,1
HH005,Aug-2025,106779,80576,1,2,0,2,1,14698,19.8,6.16,1,1
HH005,Sep-2025,101925,71781,0,3,0,2,1,10979,22.4,6.05,1,1
HH005,Oct-2025,108828,84959,1,2,0,2,1,15393,19.6,6.2,1,1
HH005,Nov-2025,105995,72744,1,3,0,2,1,13592,23.3,5.98,1,1
HH005,Dec-2025,108019,86689,1,3,0,2,1,16698,14.5,5.98,1,1
HH006,Jan-2021,60878,67171,1,3,0,3,1,9807,13.4,4.87,3,2
HH006,Feb-2021,63673,35387,0,2,0,3,1,9981,15.0,5.17,3,2
HH006,Mar-2021,67679,35741,0,0,0,3,1,9230,10.0,4.89,3,2
HH006,Apr-2021,66944,48241,0,3,0,3,1,9308,12.2,4.98,3,2
HH006,May-2021,68892,42924,0,4,0,3,1,11811,13.7,4.91,3,2
HH006,Jun-2021,68117,56314,0,2,0,3,1,10744,13.8,4.89,3,2
HH006,Jul-2021,65816,62756,0,1,0,3,1,10444,9.7,4.84,3,2
HH006,Aug-2021,70944,62782,1,1,0,3,1,11790,11.5,5.36,3,2
HH006,Sep-2021,72424,39372,0,2,0,3,1,11454,10.3,4.82,3,2
HH006,Oct-2021,66879,73793,1,2,0,3,1,10593,12.8,5.17,3,2
HH006,Nov-2021,64592,73809,1,2,0,3,1,10433,7.4,5.16,3,2
HH006,Dec-2021,72557,71348,1,2,0,3,1,8680,12.8,5.27,3,2
HH006,Jan-2022,72169,66715,1,3,0,3,1,12303,9.0,5.21,3,2
HH006,Feb-2022,67979,31325,0,1,0,3,1,8315,8.4,5.03,3,2
HH006,Mar-2022,73059,54386,0,2,0,3,1,9794,10.4,5.22,3,2
HH006,Apr-2022,69959,61172,0,2,0,3,1,9712,8.7,5.47,3,2
HH006,May-2022,74042,64477,0,1,0,3,1,11330,9.8,5.36,3,2
HH006,Jun-2022,70195,42565,0,0,0,3,1,9863,9.5,5.16,3,2
HH006,Jul-2022,71524,62313,0,7,0,3,1,11869,11.3,5.02,3,2
HH006,Aug-2022,77015,66268,1,4,0,3,1,12216,9.7,5.02,3,2
HH006,Sep-2022,76927,61644,0,3,1,3,1,11951,8.8,5.41,3,2
HH006,Oct-2022,74690,67309,1,2,0,3,1,11144,10.7,5.14,3,2
HH006,Nov-2022,78452,74537,1,3,0,3,1,11777,9.6,5.31,3,2
HH006,Dec-2022,82961,70776,1,2,0,3,1,14477,9.1,5.48,3,2
HH006,Jan-2023,80119,60988,1,2,0,3,1,11083,10.2,5.44,3,2
HH006,Feb-2023,80214,46184,0,1,0,3,1,11604,12.6,5.44,3,2
HH006,Mar-2023,79230,64044,0,4,0,3,1,13316,13.0,5.45,3,2
HH006,Apr-2023,75436,54776,0,1,0,3,1,11778,9.5,5.41,3,2
HH006,May-2023,83278,61302,0,5,0,3,1,11034,8.1,5.35,3,2
HH006,Jun-2023,81973,40982,0,2,0,3,1,11946,13.0,5.44,3,2
